# source=gaiadr3.gaia_source via astroquery.Gaia(ROW_LIMIT=-1) query="SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE 1=CONTAINS(POINT('ICRS',ra,dec),CIRCLE('ICRS',133.85963729756944,-42.59317653588868,2.1)) AND phot_g_mean_mag < 14.0" fetched_utc=2026-06-17T05:06:53.303882+00:00
ra,dec,phot_g_mean_mag
132.13567739699548,-42.65934974230347,12.956489562988281
136.31699336514475,-42.705346886949684,12.962965965270996
132.8469275219171,-42.98679582968293,12.967939376831055
131.83027556529782,-43.16357784844454,12.970430374145508
132.23261455299166,-40.95746785874801,12.972561836242676
131.86707499661208,-42.780595634702166,12.980940818786621
134.69539374198024,-44.3797242155066,12.981149673461914
133.17999646293424,-42.15564281330298,12.983511924743652
132.0685538956498,-43.51739506112747,12.985562324523926
132.01992808741335,-42.31568335561038,12.986579895019531
132.35245992433363,-40.93630194215255,7.937056541442871
135.6103810185396,-43.87888241315913,8.870901107788086
134.99872338552723,-42.39765986299123,8.88008975982666
132.67879905450835,-43.1720251568306,9.05060863494873
132.21444091156084,-42.10683041074713,9.07822322845459
134.16016660238364,-43.202163877648246,9.18855094909668
134.84238611397132,-42.601827620577545,9.269837379455566
131.29892074361334,-42.30964372199057,9.43067455291748
131.16339093336842,-41.9596663556514,9.516341209411621
131.7438362358682,-42.09755541249909,9.65845775604248
